\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2021-01-31 08:02:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,net_flow
Date,Hour,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,net_flow
25/10/2020,3,199,116,-73,0,0,4,0,800,653,0,0,2,0,868,973,9,63,55,0,0,0,0,0,1,0,0,0,0,9,36,0,0,0,0,0,1,0,0,0,0,0,0,208,1856,1652
25/10/2020,4,199,92,-90,0,0,4,0,800,673,0,0,-4,0,1010,1102,9,63,56,0,0,0,0,0,1,0,0,0,0,9,26,0,0,0,0,0,1,0,0,0,0,0,0,208,1974,1769
25/10/2020,5,199,109,-99,0,0,4,0,800,728,0,0,2,0,964,1019,9,63,55,0,0,0,0,0,1,0,0,0,0,9,31,0,0,0,0,0,1,0,0,0,0,0,0,208,1945,1742
25/10/2020,6,190,62,-114,0,0,4,0,800,774,0,0,-1,0,790,806,9,66,55,0,0,0,0,0,1,0,0,0,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,199,1727,1556
25/10/2020,7,199,76,-134,0,0,5,0,800,792,0,0,4,0,480,550,52,66,-8,0,0,0,0,0,1,0,0,0,0,9,26,0,0,0,0,0,1,0,0,0,0,0,0,251,1431,1237
25/10/2020,8,195,54,-133,0,0,5,0,800,782,0,0,3,0,635,651,414,66,-346,0,0,-5,0,0,1,0,0,0,0,9,29,0,0,0,0,0,0,0,0,0,0,0,0,609,1564,987
25/10/2020,9,199,62,-130,0,0,5,0,800,636,0,0,-2,0,505,671,574,63,-502,0,0,-6,0,0,1,0,0,0,0,9,33,0,0,0,0,0,-1,0,0,0,0,0,0,773,1439,705
25/10/2020,10,199,119,-99,0,0,5,0,800,696,0,0,-4,0,535,688,514,63,-449,35,0,-53,0,0,1,0,0,0,0,9,26,0,0,0,70,0,-69,0,0,0,0,0,0,818,1526,742
25/10/2020,11,199,77,-104,0,0,5,0,800,714,0,0,0,0,814,911,514,60,-473,314,0,-309,0,0,1,0,0,0,0,9,30,0,0,0,70,0,-70,0,0,0,0,0,0,1097,1760,705
25/10/2020,12,199,146,-59,0,0,5,0,800,756,0,0,-5,0,856,939,614,63,-567,256,0,-260,0,0,1,0,0,0,0,9,29,0,0,0,70,0,-70,0,0,0,0,0,0,1139,1874,769
25/10/2020,13,199,110,-76,0,0,4,0,800,794,0,0,-4,0,1045,1054,614,63,-568,319,0,-312,0,0,1,0,0,0,0,9,29,0,0,0,70,0,-70,0,0,0,0,0,0,1202,2027,852
25/10/2020,14,199,115,-93,0,0,4,0,800,841,0,0,0,0,806,900,614,85,-525,22,0,-59,0,0,1,0,0,0,0,9,27,0,0,0,70,0,-70,0,0,0,0,0,0,905,1815,1026
25/10/2020,15,190,19,-161,0,0,4,0,800,734,0,0,0,0,400,505,314,60,-264,0,0,-1,0,0,1,0,0,0,0,9,25,0,0,0,0,0,2,0,0,0,0,0,0,504,1288,845
25/10/2020,16,199,88,-116,0,0,4,0,780,599,0,0,-3,0,350,580,514,59,-447,38,0,-54,0,0,1,0,0,0,0,9,24,0,0,0,70,0,-70,0,0,0,0,0,0,821,1286,518
25/10/2020,17,8,54,30,0,0,5,0,800,681,0,0,-2,0,413,577,414,92,-355,363,0,-348,0,0,1,0,0,0,0,9,28,0,0,0,130,0,-130,0,0,0,0,0,0,915,1368,487
25/10/2020,18,36,82,51,0,0,5,0,800,793,0,0,3,0,315,377,644,59,-616,389,0,-351,0,0,1,0,0,0,0,9,34,0,0,0,130,0,-130,0,0,0,0,0,0,1199,1265,167
25/10/2020,19,138,41,-79,0,0,5,0,750,886,0,0,3,0,445,310,644,56,-624,389,0,-352,0,0,1,0,0,0,0,9,29,0,0,0,130,0,-134,0,0,0,0,0,0,1301,1301,45
25/10/2020,20,5,43,23,0,0,5,0,800,963,0,0,-1,0,415,284,644,66,-617,389,0,-352,0,0,1,0,0,0,0,9,26,0,0,0,130,0,-135,0,0,0,0,0,0,1168,1333,197
25/10/2020,21,199,54,-120,0,0,5,0,796,897,0,0,1,0,625,531,644,66,-612,389,0,-351,0,0,1,0,0,0,0,9,30,0,0,0,130,0,-132,0,0,0,0,0,0,1362,1550,250
25/10/2020,22,195,97,-105,0,0,4,0,800,835,0,0,0,0,430,449,512,66,-479,0,0,-10,0,0,1,0,0,0,0,9,20,0,0,0,0,0,1,0,0,0,0,0,0,707,1402,716
25/10/2020,23,189,0,-173,0,0,4,0,800,905,0,0,-2,0,734,614,375,63,-355,0,0,0,0,0,1,0,0,0,0,9,19,0,0,0,0,0,1,0,0,0,0,0,0,564,1606,1014
25/10/2020,24,199,102,-107,0,0,4,0,800,997,0,0,1,0,1287,1090,488,63,-449,0,0,0,0,0,1,0,0,0,0,9,20,0,0,0,0,0,1,0,0,0,0,0,0,687,2261,1558
26/10/2020,1,200,158,-54,0,0,4,0,800,859,0,0,4,0,771,743,9,63,32,0,0,0,0,0,1,0,0,0,0,9,26,0,0,0,0,0,1,0,0,0,0,0,0,209,1801,1616
26/10/2020,2,200,164,-39,0,0,4,0,800,731,0,0,-1,0,578,660,9,63,37,0,0,0,0,0,1,0,0,0,0,9,26,0,0,0,0,0,1,0,0,0,0,0,0,209,1614,1420
26/10/2020,3,200,158,-37,0,0,4,0,800,716,0,0,2,0,653,752,9,63,37,0,0,0,0,0,1,0,0,0,0,9,26,0,0,0,0,0,1,0,0,0,0,0,0,209,1683,1502
26/10/2020,4,200,158,-29,0,0,4,0,800,763,0,0,0,0,686,715,9,63,37,0,0,0,0,0,1,0,0,0,0,9,24,0,0,0,0,0,1,0,0,0,0,0,0,209,1716,1516
26/10/2020,5,199,188,-6,0,0,4,0,800,730,0,0,3,0,608,694,148,63,-112,0,0,-1,0,0,1,0,0,0,0,9,29,0,0,0,0,0,-7,0,0,0,0,0,0,347,1668,1335
26/10/2020,6,199,104,-87,0,0,4,0,800,794,0,0,0,0,553,586,639,63,-579,0,0,-1,0,0,1,0,0,0,0,9,34,0,0,0,130,0,-135,0,0,0,0,0,0,968,1529,617
26/10/2020,7,199,158,-49,0,0,5,0,774,769,0,0,-3,0,384,381,857,105,-761,389,0,-376,0,0,1,0,0,0,0,9,36,0,0,0,130,0,-135,0,0,0,0,0,0,1575,1430,-132
26/10/2020,8,123,96,-31,0,0,5,0,800,746,0,0,-3,0,210,276,1113,105,-1017,263,0,-276,0,0,1,0,0,0,0,9,36,0,0,0,130,0,-135,0,0,0,0,0,0,1629,1220,-398
26/10/2020,9,199,66,-119,0,0,5,0,800,814,0,0,1,0,160,143,1229,105,-1135,124,0,-121,0,0,1,0,0,0,0,9,35,0,0,0,130,0,-135,0,0,0,0,0,0,1682,1140,-511
26/10/2020,10,149,20,-118,0,0,4,0,800,891,0,0,-1,0,259,265,1232,105,-1138,86,0,-117,0,0,1,0,0,0,0,9,35,0,0,0,130,0,-136,0,0,0,0,0,0,1597,1193,-314
26/10/2020,11,200,137,-75,0,0,4,0,800,691,0,0,-1,0,200,285,1259,102,-1168,389,0,-380,0,0,1,0,0,0,0,9,40,0,0,0,130,0,-139,0,0,0,0,0,0,1978,1248,-742
26/10/2020,12,200,165,-50,0,0,4,56,856,606,0,0,-3,0,175,413,1259,102,-1167,389,0,-383,0,0,1,0,0,0,0,9,43,0,0,0,130,0,-139,0,0,0,0,0,0,2034,1307,-675
26/10/2020,13,199,151,-47,0,0,4,135,935,561,0,0,0,0,200,478,1269,102,-1175,389,0,-387,0,0,1,0,0,0,0,9,53,0,0,0,130,0,-139,0,0,0,0,0,0,2122,1397,-651
26/10/2020,14,199,155,-40,0,0,4,56,856,601,0,0,5,0,350,470,1259,105,-1146,389,0,-391,0,0,1,0,0,0,0,9,42,0,0,0,130,0,-142,0,0,0,0,0,0,2033,1475,-596
26/10/2020,15,199,121,-64,0,0,4,0,800,633,0,0,-2,0,360,591,1259,105,-1141,389,0,-390,0,0,1,0,0,0,0,9,36,0,0,0,130,0,-142,0,0,0,0,0,0,1977,1395,-474
26/10/2020,16,199,147,-66,0,0,4,0,800,597,0,0,-4,0,310,578,1335,105,-1192,389,0,-386,0,0,1,0,0,0,0,9,35,0,0,0,130,0,-142,0,0,0,0,0,0,2053,1371,-575
26/10/2020,17,172,171,-8,0,0,4,0,800,732,0,0,2,0,310,336,1229,105,-1096,389,0,-387,0,0,1,0,0,0,0,9,37,0,0,0,130,0,-142,0,0,0,0,0,0,1920,1395,-521
26/10/2020,18,139,104,-30,0,0,5,0,800,616,0,0,2,0,250,437,1229,105,-1094,389,0,-385,0,0,1,0,0,0,0,9,36,0,0,0,130,0,-142,0,0,0,0,0,0,1887,1268,-554
26/10/2020,19,179,142,-26,0,0,5,0,800,864,0,0,1,0,290,220,1229,105,-1095,282,0,-282,0,0,1,0,0,0,0,9,37,0,0,0,130,0,-141,0,0,0,0,0,0,1820,1346,-416
26/10/2020,20,180,104,-72,0,0,5,0,800,974,0,0,-1,0,497,307,1259,102,-1126,389,0,-388,0,0,1,0,0,0,0,9,36,0,0,0,130,0,-141,0,0,0,0,0,0,1958,1512,-405
26/10/2020,21,190,137,-58,0,0,5,0,750,922,0,0,-1,0,495,277,1038,102,-900,389,0,-391,0,0,0,0,0,0,0,9,34,0,0,0,130,0,-136,0,0,0,0,0,0,1747,1493,-248
26/10/2020,22,19,0,-24,0,0,4,0,780,745,0,0,1,0,510,466,720,105,-585,389,0,-391,0,0,0,0,0,0,0,9,28,0,0,0,0,0,1,0,0,0,0,0,0,1128,1404,245
26/10/2020,23,69,96,27,0,0,4,0,800,754,0,0,-3,0,368,444,333,105,-221,0,0,-10,0,0,1,0,0,0,0,9,31,0,0,0,0,0,1,0,0,0,0,0,0,402,1378,1028
26/10/2020,24,158,96,-43,0,0,4,0,763,717,0,0,-4,0,960,958,556,99,-429,0,0,0,0,0,1,0,0,0,0,9,18,0,0,0,0,0,1,0,0,0,0,0,0,714,1927,1223
27/10/2020,1,199,198,-11,0,0,4,0,800,842,0,0,-2,0,975,970,519,99,-401,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,1,0,0,0,0,0,0,718,2081,1409
27/10/2020,2,100,0,-82,0,0,4,0,800,827,0,0,3,0,940,924,558,99,-433,0,0,0,0,0,1,0,0,0,0,9,7,0,0,0,0,0,1,0,0,0,0,0,0,658,1848,1252
27/10/2020,3,100,0,-76,0,0,4,0,800,945,0,0,3,0,1190,1030,473,99,-369,0,0,0,0,0,1,0,0,0,0,9,9,0,0,0,0,0,1,0,0,0,0,0,0,573,2098,1548
27/10/2020,4,100,68,-43,0,0,4,0,800,1038,0,0,-1,0,1190,1031,508,99,-422,0,0,0,0,0,1,0,0,0,0,9,5,0,0,0,0,0,1,0,0,0,0,0,0,608,2166,1614
27/10/2020,5,146,137,-20,0,0,5,0,700,1012,0,0,-1,0,1148,904,383,99,-312,0,0,-2,0,0,1,0,0,0,0,9,4,0,0,0,0,0,1,0,0,0,0,0,0,529,2093,1592
27/10/2020,6,199,162,-32,0,0,5,0,600,906,0,0,0,0,1120,829,700,94,-621,0,0,-2,0,0,1,0,0,0,0,9,6,0,0,0,0,0,1,0,0,0,0,0,0,899,1985,1093
27/10/2020,7,199,196,-10,0,0,5,0,600,712,0,0,-1,0,600,484,799,94,-722,310,0,-313,0,0,5,0,0,0,0,9,8,0,0,0,0,0,-4,0,0,0,0,0,0,1308,1499,164
27/10/2020,8,58,96,25,0,0,5,0,800,549,0,0,-1,40,220,462,976,94,-896,310,0,-323,0,0,2,0,0,0,0,9,7,0,0,0,130,0,-134,0,0,0,0,0,0,1514,1219,-304
27/10/2020,9,50,96,51,0,0,6,0,800,576,0,0,0,0,185,424,973,94,-892,310,0,-324,0,0,2,0,0,0,0,9,4,0,0,0,130,0,-136,0,0,0,0,0,0,1463,1184,-289
27/10/2020,10,14,96,71,0,0,6,0,800,670,0,0,0,0,324,424,939,99,-869,0,0,-12,0,0,-1,0,0,0,0,9,4,0,0,0,130,0,-138,0,0,0,0,0,0,1083,1328,155
27/10/2020,11,75,137,52,0,0,5,0,800,693,0,0,3,0,180,326,1285,99,-1194,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,130,0,-138,0,0,0,0,0,0,1490,1225,-242
27/10/2020,12,20,117,81,0,0,5,0,800,627,0,0,3,0,346,439,1216,94,-1128,0,0,0,0,0,-1,0,0,0,0,9,10,0,0,0,130,0,-138,0,0,0,0,0,0,1366,1366,-102
27/10/2020,13,0,137,133,0,0,5,0,800,726,0,0,2,0,270,361,905,97,-840,0,0,0,0,0,-1,0,0,0,0,9,13,0,0,0,130,0,-138,0,0,0,0,0,0,1035,1313,261
27/10/2020,14,6,42,40,0,0,5,0,800,673,0,0,1,0,159,371,1284,97,-1181,0,0,5,0,0,0,0,0,0,0,9,7,0,0,0,130,0,-138,0,0,0,0,0,0,1420,1107,-217
27/10/2020,15,0,54,48,0,0,5,0,800,736,0,0,0,0,325,282,1184,97,-1103,0,0,6,0,0,-1,0,0,0,0,9,4,0,0,0,130,0,-138,0,0,0,0,0,0,1314,1285,-161
27/10/2020,16,40,137,83,0,0,5,0,800,861,0,0,-3,0,285,159,1284,106,-1187,325,0,-312,0,0,-1,0,0,0,0,9,11,0,0,0,130,0,-138,0,0,0,0,0,0,1779,1337,-522
27/10/2020,17,0,42,53,0,0,5,0,800,856,0,0,0,0,320,275,1277,91,-1197,325,0,-319,0,0,-1,0,0,0,0,9,11,0,0,0,130,0,-138,0,0,0,0,0,0,1732,1262,-455
27/10/2020,18,0,0,-2,0,0,5,1,801,692,0,0,1,288,145,55,1277,64,-1221,325,0,-319,0,0,-1,0,0,0,0,9,9,0,0,0,130,0,-138,0,0,0,0,0,0,2021,1019,-919
27/10/2020,19,0,0,5,0,0,5,0,696,780,0,0,1,0,110,45,1284,71,-1224,320,0,-319,0,0,0,0,0,0,0,9,10,0,0,0,130,0,-138,0,0,0,0,0,0,1734,886,-835
27/10/2020,20,0,0,-2,0,0,5,0,800,926,0,0,-1,0,211,104,1284,68,-1226,320,0,-318,0,0,0,0,0,0,0,9,11,0,0,0,130,0,-133,0,0,0,0,0,0,1734,1088,-634
27/10/2020,21,0,0,4,0,0,5,0,800,898,0,0,3,0,400,296,1284,73,-1216,320,0,-318,0,0,0,0,0,0,0,9,10,0,0,0,0,0,1,0,0,0,0,0,0,1604,1282,-317
27/10/2020,22,18,0,-19,0,0,4,0,800,791,0,0,1,0,401,467,1119,76,-1059,320,0,-318,0,0,0,0,0,0,0,9,15,0,0,0,0,0,1,0,0,0,0,0,0,1457,1286,-117
27/10/2020,23,64,0,-55,0,0,4,0,724,802,0,0,2,0,865,800,1109,76,-1039,0,0,-9,0,0,0,0,0,0,0,9,7,0,0,0,0,0,1,0,0,0,0,0,0,1173,1674,513
27/10/2020,24,100,28,-74,0,0,4,0,782,704,0,0,-3,0,1116,1212,790,77,-749,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,1,0,0,0,0,0,0,890,2012,1101
28/10/2020,1,100,16,-76,0,0,4,0,765,775,0,0,0,0,1297,1345,1156,80,-1068,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,1,0,0,0,0,0,0,1256,2167,992
28/10/2020,2,100,15,-84,0,0,4,0,800,736,0,0,1,0,1250,1336,717,83,-654,0,0,0,0,0,-1,0,0,0,0,9,27,0,0,0,0,0,1,0,0,0,0,0,0,817,2157,1366
28/10/2020,3,100,31,-70,0,0,4,0,800,767,0,0,-2,0,1240,1328,266,83,-214,0,0,0,0,0,-1,0,0,0,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,366,2163,1843
28/10/2020,4,100,48,-57,0,0,4,0,800,804,0,0,2,0,1300,1337,334,83,-278,0,0,0,0,0,-1,0,0,0,0,9,28,0,0,0,0,0,1,0,0,0,0,0,0,434,2240,1840
28/10/2020,5,190,83,-93,0,0,4,0,800,711,0,0,3,0,1250,1330,723,83,-654,0,0,0,0,0,-1,0,0,0,0,9,30,0,0,0,0,0,2,0,0,0,0,0,0,913,2225,1332
28/10/2020,6,112,153,26,0,0,4,0,800,606,0,0,-4,0,923,1139,916,80,-838,0,0,0,0,0,-1,0,0,0,0,9,30,0,0,0,0,0,3,0,0,0,0,0,0,1028,1965,965
28/10/2020,7,0,70,28,0,0,4,0,800,774,0,0,-2,0,333,381,929,83,-843,0,0,0,0,0,0,0,0,0,0,9,36,0,0,0,0,0,-1,0,0,0,0,0,0,929,1295,377
28/10/2020,8,6,70,58,0,0,4,0,775,655,0,0,-3,0,314,390,993,83,-903,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,130,0,-133,0,0,0,0,0,0,1129,1251,98
28/10/2020,9,40,137,83,0,0,4,0,800,910,0,0,1,0,580,558,1129,83,-1037,0,0,0,0,0,0,0,0,0,0,9,34,0,0,0,130,0,-133,0,0,0,0,0,0,1299,1609,420
28/10/2020,10,83,179,93,0,0,4,0,800,844,0,0,3,0,831,893,1129,83,-1042,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,130,0,-133,0,0,0,0,0,0,1342,1902,685
28/10/2020,11,162,164,4,0,0,4,0,800,566,0,0,2,0,785,1093,1129,80,-1036,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,130,0,-133,0,0,0,0,0,0,1421,1838,504
28/10/2020,12,190,108,-75,0,0,4,0,800,627,0,0,2,0,790,998,682,80,-605,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,130,0,-134,0,0,0,0,0,0,1002,1787,820
28/10/2020,13,200,149,-47,0,0,4,0,800,611,0,0,-1,0,699,906,462,123,-339,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,130,0,-133,0,0,0,0,0,0,792,1780,1006
28/10/2020,14,190,102,-78,0,0,4,0,800,676,0,0,-1,0,771,855,9,126,89,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,130,0,-133,0,0,0,0,0,0,329,1808,1429
28/10/2020,15,190,129,-68,0,0,4,0,800,828,0,0,0,0,911,864,409,128,-272,0,0,-6,0,0,0,0,0,0,0,9,21,0,0,0,130,0,-133,0,0,0,0,0,0,729,1977,1238
28/10/2020,16,190,124,-58,0,0,4,0,800,857,0,0,-1,0,897,799,887,239,-648,0,0,-14,0,0,0,0,0,0,0,9,22,0,0,0,130,0,-133,0,0,0,0,0,0,1207,2069,828
28/10/2020,17,184,150,-37,0,0,4,0,800,695,0,25,10,0,719,809,1284,239,-1029,320,0,-312,0,0,0,0,0,0,0,9,31,0,0,0,130,0,-133,0,0,0,0,0,0,1918,1942,38
28/10/2020,18,100,138,32,0,0,5,0,793,565,0,46,45,0,439,664,1284,156,-1119,320,0,-319,0,0,0,0,0,0,0,9,33,0,0,0,130,0,-133,0,0,0,0,0,0,1834,1581,-227
28/10/2020,19,63,150,83,0,0,5,0,631,720,0,10,11,0,486,405,1304,110,-1180,320,0,-319,0,0,-1,0,0,0,0,9,32,0,0,0,130,0,-132,0,0,0,0,0,0,1817,1396,-376
28/10/2020,20,100,150,56,0,0,5,0,709,871,0,47,17,0,643,458,1229,83,-1137,320,0,-319,0,0,-1,0,0,0,0,9,32,0,0,0,133,0,-132,0,0,0,0,0,0,1782,1641,-150
28/10/2020,21,100,96,8,0,0,5,0,800,868,0,76,78,0,719,636,1211,83,-1116,320,0,-319,0,0,-1,0,0,0,0,9,29,0,0,0,133,0,-131,0,0,0,0,0,0,1764,1783,57
28/10/2020,22,53,54,-10,0,0,4,0,800,804,0,55,57,0,568,579,1129,83,-1025,0,0,-5,0,0,-1,0,0,0,0,9,24,0,0,0,0,0,1,0,0,0,0,0,0,1182,1569,428
28/10/2020,23,167,69,-50,0,0,4,0,800,724,0,0,-1,0,686,722,425,83,-359,0,0,0,0,0,-1,0,0,0,0,9,21,0,0,0,0,0,1,0,0,0,0,0,0,592,1647,1061
28/10/2020,24,199,96,-103,0,0,4,0,790,822,0,0,-4,0,1201,1137,886,84,-783,0,0,0,0,0,-1,0,0,0,0,9,18,0,0,0,0,0,1,0,0,0,0,0,0,1085,2180,1091
29/10/2020,1,190,137,-54,0,0,4,0,800,881,0,0,-2,0,1271,1194,679,81,-602,0,0,0,0,0,-1,0,0,0,0,9,17,0,0,0,0,0,1,0,0,0,0,0,0,869,2298,1438
29/10/2020,2,197,137,-71,0,0,4,0,800,823,0,0,-2,0,1300,1300,760,81,-667,0,0,0,0,0,-1,0,0,0,0,9,17,0,0,0,0,0,1,0,0,0,0,0,0,957,2327,1404
29/10/2020,3,199,137,-69,0,0,4,0,800,713,0,0,-3,0,1300,1381,458,84,-364,0,0,0,0,0,-1,0,0,0,0,9,20,0,0,0,0,0,1,0,0,0,0,0,0,657,2330,1682
29/10/2020,4,199,137,-72,0,0,4,0,800,672,0,49,46,0,1300,1406,261,84,-181,0,0,0,0,0,-1,0,0,0,0,9,19,0,0,0,0,0,1,0,0,0,0,0,0,460,2379,1894
29/10/2020,5,199,137,-59,0,0,5,0,532,530,14,79,63,0,1300,1337,248,84,-175,0,0,0,0,0,-1,0,0,0,0,9,17,0,0,0,0,0,1,0,0,0,0,0,0,461,2141,1718
29/10/2020,6,199,135,-70,0,0,5,0,793,789,65,79,17,0,1109,1192,1022,79,-918,0,0,0,0,0,0,0,0,0,0,9,20,0,0,0,0,0,1,0,0,0,0,0,0,1286,2204,1036
29/10/2020,7,190,113,-72,0,0,5,0,748,614,65,79,15,0,519,724,1129,79,-1041,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,1384,1547,271
29/10/2020,8,135,96,-45,0,0,5,0,800,666,0,79,65,0,420,594,1129,79,-1044,0,0,0,0,0,0,0,0,0,0,9,31,0,0,0,130,0,-128,0,0,0,0,0,0,1394,1483,144
29/10/2020,9,110,96,-15,0,0,5,0,800,763,35,79,43,0,275,379,1162,79,-1076,320,0,-311,0,0,0,0,0,0,0,9,28,0,0,0,130,0,-129,0,0,0,0,0,0,1757,1338,-313
29/10/2020,10,190,110,-69,0,0,5,0,800,710,80,0,-69,0,514,548,1181,84,-1091,320,0,-318,0,0,0,0,0,0,0,9,25,0,0,0,130,0,-129,0,0,0,0,0,0,1901,1517,-388
29/10/2020,11,190,122,-79,0,0,5,0,800,629,31,0,-34,0,564,695,1183,84,-1091,320,0,-319,0,0,0,0,0,0,0,9,27,0,0,0,130,0,-129,0,0,0,0,0,0,1854,1579,-296
29/10/2020,12,190,164,-35,0,0,4,0,800,578,50,16,-32,0,354,606,1187,84,-1096,320,0,-320,0,0,0,0,0,0,0,9,30,0,0,0,130,0,-129,0,0,0,0,0,0,1877,1427,-394
29/10/2020,13,190,133,-45,0,0,4,0,800,714,23,0,-18,0,311,347,1197,84,-1104,320,0,-319,0,0,0,0,0,0,0,9,33,0,0,0,130,0,-129,0,0,0,0,0,0,1860,1337,-517
29/10/2020,14,35,54,-6,0,0,4,0,800,710,0,0,-1,0,577,653,1189,84,-1101,320,0,-319,0,0,-1,0,0,0,0,9,24,0,0,0,130,0,-130,0,0,0,0,0,0,1674,1524,-167
29/10/2020,15,100,96,-4,0,0,4,0,800,680,27,16,-9,0,424,603,1189,84,-1115,320,0,-319,0,0,0,0,0,0,0,9,26,0,0,0,130,0,-130,0,0,0,0,0,0,1766,1429,-264
29/10/2020,16,100,96,-18,0,0,4,0,800,985,4,36,25,0,743,628,1189,84,-1114,320,0,-319,0,0,0,0,0,0,0,9,24,0,0,0,130,0,-131,0,0,0,0,0,0,1743,1768,84
29/10/2020,17,100,96,-2,0,0,4,0,800,904,59,20,-36,0,531,492,1189,79,-1122,320,0,-319,0,0,0,0,0,0,0,9,20,0,0,0,130,0,-138,0,0,0,0,0,0,1798,1535,-197
29/10/2020,18,100,137,42,0,0,5,0,800,936,25,16,-5,0,840,789,1289,79,-1215,320,0,-318,0,0,0,0,0,0,0,9,20,0,0,0,130,0,-139,0,0,0,0,0,0,1864,1881,115
29/10/2020,19,100,158,54,0,0,5,0,800,810,34,21,-12,0,775,702,1289,79,-1213,320,0,-318,0,0,-1,0,0,0,0,9,22,0,0,0,130,0,-138,0,0,0,0,0,0,1873,1842,-89
29/10/2020,20,190,108,-65,0,0,5,0,800,835,12,0,-12,0,705,627,1179,84,-1106,320,0,-318,0,0,-1,0,0,0,0,9,22,0,0,0,140,0,-129,0,0,0,0,0,0,1841,1706,-142
29/10/2020,21,182,144,-40,0,0,5,0,800,946,50,0,-50,0,633,462,1179,84,-1100,0,0,-6,0,0,-1,0,0,0,0,9,25,0,0,0,0,0,1,0,0,0,0,0,0,1411,1670,242
29/10/2020,22,143,176,26,0,0,4,0,800,917,65,0,-65,0,879,758,1078,81,-999,0,0,0,0,0,-1,0,0,0,0,9,24,0,0,0,0,0,1,0,0,0,0,0,0,1286,1945,665
29/10/2020,23,153,158,20,0,0,4,0,800,970,80,0,-76,0,1188,997,777,81,-704,0,0,0,0,0,-1,0,0,0,0,9,22,0,0,0,0,0,1,0,0,0,0,0,0,1010,2236,1233
29/10/2020,24,199,199,-11,0,0,4,0,800,721,139,59,-76,0,1300,1301,172,76,-116,0,0,0,0,0,-1,0,0,0,0,9,22,0,0,0,0,0,1,0,0,0,0,0,0,510,2443,1845
30/10/2020,1,190,200,11,0,0,4,0,800,750,80,0,-82,0,1165,1183,9,76,49,0,0,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,1,0,0,0,0,0,0,279,2250,1940
30/10/2020,2,190,199,7,0,0,4,0,800,767,80,0,-85,0,1259,1264,9,76,48,0,0,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,1,0,0,0,0,0,0,279,2343,2030
30/10/2020,3,190,149,-34,0,0,4,0,800,818,139,59,-81,0,1229,1250,9,76,48,0,0,0,0,0,-1,0,0,0,0,9,22,0,0,0,0,0,1,0,0,0,0,0,0,338,2322,2027
30/10/2020,4,190,200,-5,0,0,4,0,800,867,169,89,-79,0,1275,1205,9,76,43,0,0,0,0,0,-1,0,0,0,0,9,22,0,0,0,0,0,1,0,0,0,0,0,0,368,2449,2057
30/10/2020,5,190,199,1,0,0,4,0,776,860,80,0,-82,0,1094,1011,361,76,-309,0,0,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,1,0,0,0,0,0,0,631,2154,1511
30/10/2020,6,190,200,11,0,0,5,0,800,958,126,46,-76,0,1024,872,1039,75,-966,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,1,0,0,0,0,0,0,1355,2154,833
