,\\Hourly Demand Report,,,
,\\Created at 2021-01-31 07:30:13,,,
,\\For 2020,,,
hour_ending,Date,Hour,Market Demand,Ontario Demand
4697,14/07/2020,18,22588,20528
4698,14/07/2020,19,21887,20081
4699,14/07/2020,20,21165,19152
4700,14/07/2020,21,21056,18815
4701,14/07/2020,22,19642,17751
4702,14/07/2020,23,17986,15998
4703,14/07/2020,24,17387,14979
4704,15/07/2020,1,17016,14131
4705,15/07/2020,2,16719,13347
4706,15/07/2020,3,16734,13008
4707,15/07/2020,4,16543,12891
4708,15/07/2020,5,16456,13139
4709,15/07/2020,6,16532,13722
4710,15/07/2020,7,17462,15093
4711,15/07/2020,8,18772,16581
4712,15/07/2020,9,19419,17547
4713,15/07/2020,10,19999,18197
4714,15/07/2020,11,20780,18882
4715,15/07/2020,12,21300,19488
4716,15/07/2020,13,21739,20048
4717,15/07/2020,14,21835,20173
4718,15/07/2020,15,22146,20518
4719,15/07/2020,16,22810,21075
4720,15/07/2020,17,23428,21617
4721,15/07/2020,18,23273,21439
4722,15/07/2020,19,22824,21011
4723,15/07/2020,20,21710,19963
4724,15/07/2020,21,21038,19243
4725,15/07/2020,22,20398,18232
4726,15/07/2020,23,19501,16911
4727,15/07/2020,24,18044,15740
4728,16/07/2020,1,17459,14700
4729,16/07/2020,2,17370,14072
4730,16/07/2020,3,17289,13719
4731,16/07/2020,4,17464,13691
4732,16/07/2020,5,17598,13913
4733,16/07/2020,6,17601,14793
4734,16/07/2020,7,18410,16249
4735,16/07/2020,8,19275,17461
4736,16/07/2020,9,19688,18083
4737,16/07/2020,10,20039,18305
4738,16/07/2020,11,20437,18731
4739,16/07/2020,12,20998,19260
4740,16/07/2020,13,21190,19434
4741,16/07/2020,14,20966,19335
4742,16/07/2020,15,21283,19341
4743,16/07/2020,16,21624,19495
4744,16/07/2020,17,22076,19917
4745,16/07/2020,18,21936,19845
4746,16/07/2020,19,21297,19406
4747,16/07/2020,20,21134,19251
4748,16/07/2020,21,20677,18854
4749,16/07/2020,22,19457,17768
4750,16/07/2020,23,18346,16581
4751,16/07/2020,24,17562,15389
4752,17/07/2020,1,17110,14526
4753,17/07/2020,2,16442,13892
4754,17/07/2020,3,16220,13448
4755,17/07/2020,4,16496,13367
4756,17/07/2020,5,17010,13531
4757,17/07/2020,6,16472,14234
4758,17/07/2020,7,17363,15452
4759,17/07/2020,8,18389,16735
4760,17/07/2020,9,19652,17704
4761,17/07/2020,10,20303,18346
4762,17/07/2020,11,21179,19275
4763,17/07/2020,12,21683,19738
4764,17/07/2020,13,22025,20144
4765,17/07/2020,14,22464,20519
4766,17/07/2020,15,22744,20814
4767,17/07/2020,16,23618,21580
4768,17/07/2020,17,24146,22158
4769,17/07/2020,18,24216,22400
4770,17/07/2020,19,23932,22032
4771,17/07/2020,20,23025,21086
4772,17/07/2020,21,22444,20248
4773,17/07/2020,22,21354,19153
4774,17/07/2020,23,19977,17517
4775,17/07/2020,24,18582,16040
4776,18/07/2020,1,17768,14912
4777,18/07/2020,2,17033,14164
4778,18/07/2020,3,16368,13563
4779,18/07/2020,4,16432,13291
4780,18/07/2020,5,16610,13154
4781,18/07/2020,6,16802,13375
4782,18/07/2020,7,16990,14273
4783,18/07/2020,8,17980,15665
4784,18/07/2020,9,19072,16932
4785,18/07/2020,10,20327,18009
4786,18/07/2020,11,21210,18903
4787,18/07/2020,12,21463,19384
4788,18/07/2020,13,21705,19603
4789,18/07/2020,14,22317,20134
4790,18/07/2020,15,22879,20613
4791,18/07/2020,16,23853,21571
4792,18/07/2020,17,23966,21752
4793,18/07/2020,18,24141,21828
4794,18/07/2020,19,23821,21551
4795,18/07/2020,20,22718,20618
4796,18/07/2020,21,22395,19910
4797,18/07/2020,22,21449,18963
4798,18/07/2020,23,20521,17688
4799,18/07/2020,24,19019,16389
4800,19/07/2020,1,18139,15419
4801,19/07/2020,2,17644,14674
4802,19/07/2020,3,17198,14166
4803,19/07/2020,4,17272,13943
4804,19/07/2020,5,17161,13731
4805,19/07/2020,6,16885,13726
4806,19/07/2020,7,18062,14627
4807,19/07/2020,8,18769,15982
4808,19/07/2020,9,19913,17384
4809,19/07/2020,10,21474,18938
4810,19/07/2020,11,22728,20203
4811,19/07/2020,12,22174,20234
4812,19/07/2020,13,20908,18949
4813,19/07/2020,14,20048,18017
4814,19/07/2020,15,20225,18091
4815,19/07/2020,16,20882,18814
4816,19/07/2020,17,21387,19063
4817,19/07/2020,18,21410,19002
4818,19/07/2020,19,20866,18653
4819,19/07/2020,20,20600,18228
4820,19/07/2020,21,20598,18146
4821,19/07/2020,22,19873,17451
4822,19/07/2020,23,19386,16476
4823,19/07/2020,24,18275,15461
4824,20/07/2020,1,17676,14769
4825,20/07/2020,2,17338,14205
4826,20/07/2020,3,17002,13722
4827,20/07/2020,4,17256,13613
4828,20/07/2020,5,17134,13895
4829,20/07/2020,6,17465,14533
4830,20/07/2020,7,18800,15939
4831,20/07/2020,8,20404,17494
4832,20/07/2020,9,20987,18319
4833,20/07/2020,10,21158,18872
4834,20/07/2020,11,21828,19453
4835,20/07/2020,12,22318,19974
4836,20/07/2020,13,22273,19886
4837,20/07/2020,14,22390,20011
4838,20/07/2020,15,22536,20172
4839,20/07/2020,16,22758,20526
4840,20/07/2020,17,23222,20964
4841,20/07/2020,18,23264,20923
4842,20/07/2020,19,22907,20467
4843,20/07/2020,20,21803,19457
4844,20/07/2020,21,20869,18625
4845,20/07/2020,22,19627,17412
4846,20/07/2020,23,18353,15944
4847,20/07/2020,24,17487,14820
4848,21/07/2020,1,16647,13880
4849,21/07/2020,2,16349,13429
4850,21/07/2020,3,16518,13176
4851,21/07/2020,4,16358,13020
4852,21/07/2020,5,16395,13166
4853,21/07/2020,6,16626,13769
4854,21/07/2020,7,17321,14907
4855,21/07/2020,8,17899,15762
4856,21/07/2020,9,18734,16397
4857,21/07/2020,10,19376,16988
4858,21/07/2020,11,19713,17430
4859,21/07/2020,12,19850,17668
4860,21/07/2020,13,19986,17791
4861,21/07/2020,14,20450,18329
4862,21/07/2020,15,20813,18585
4863,21/07/2020,16,21309,19144
4864,21/07/2020,17,22032,19664
4865,21/07/2020,18,22156,19877
4866,21/07/2020,19,21680,19479
4867,21/07/2020,20,20877,18464
4868,21/07/2020,21,20647,18149
4869,21/07/2020,22,19585,17101
4870,21/07/2020,23,18266,15801
4871,21/07/2020,24,17532,14786
4872,22/07/2020,1,17062,14207
4873,22/07/2020,2,16592,13751
4874,22/07/2020,3,16335,13379
4875,22/07/2020,4,16055,13042
4876,22/07/2020,5,16176,13259
4877,22/07/2020,6,16818,13902
4878,22/07/2020,7,17761,15062
4879,22/07/2020,8,18494,15953
4880,22/07/2020,9,19074,16523
4881,22/07/2020,10,19403,16986
4882,22/07/2020,11,19918,17563
4883,22/07/2020,12,20818,18322
4884,22/07/2020,13,21302,18795
4885,22/07/2020,14,21435,19052
4886,22/07/2020,15,21643,19261
4887,22/07/2020,16,21719,19444
4888,22/07/2020,17,22064,19706
4889,22/07/2020,18,22111,19972
4890,22/07/2020,19,22196,19807
4891,22/07/2020,20,21504,19249
4892,22/07/2020,21,21284,18946
4893,22/07/2020,22,20194,17843
4894,22/07/2020,23,18770,16366
4895,22/07/2020,24,17832,15127
4896,23/07/2020,1,16788,14244
4897,23/07/2020,2,16521,13705
4898,23/07/2020,3,16203,13340
4899,23/07/2020,4,16080,13180
4900,23/07/2020,5,16389,13432
4901,23/07/2020,6,17044,14142
4902,23/07/2020,7,17738,15264
4903,23/07/2020,8,18587,16254
4904,23/07/2020,9,19096,16889
4905,23/07/2020,10,19519,17389
4906,23/07/2020,11,19870,17737
4907,23/07/2020,12,20292,18269
4908,23/07/2020,13,20829,18750
4909,23/07/2020,14,21458,19083
4910,23/07/2020,15,21843,19447
4911,23/07/2020,16,22482,19876
4912,23/07/2020,17,22694,20522
4913,23/07/2020,18,22411,20458
4914,23/07/2020,19,22270,19995
4915,23/07/2020,20,21835,19274
4916,23/07/2020,21,21210,18642
4917,23/07/2020,22,19820,17516
4918,23/07/2020,23,18238,15970
4919,23/07/2020,24,17027,14580
4920,24/07/2020,1,16462,13703
4921,24/07/2020,2,16224,13239
4922,24/07/2020,3,15862,12775
4923,24/07/2020,4,16258,12754
4924,24/07/2020,5,16642,13079
4925,24/07/2020,6,16814,13746
4926,24/07/2020,7,17189,14905
4927,24/07/2020,8,18050,15953
4928,24/07/2020,9,18766,16666
4929,24/07/2020,10,19459,17394
4930,24/07/2020,11,20270,18228
4931,24/07/2020,12,20843,18767
4932,24/07/2020,13,21326,19081
4933,24/07/2020,14,21785,19296
4934,24/07/2020,15,21946,19602
4935,24/07/2020,16,22518,20224
4936,24/07/2020,17,23258,21007
4937,24/07/2020,18,23268,21112
4938,24/07/2020,19,23037,20923
4939,24/07/2020,20,22013,19885
4940,24/07/2020,21,21226,19068
4941,24/07/2020,22,19883,17917
4942,24/07/2020,23,18321,16420
4943,24/07/2020,24,17799,15119
4944,25/07/2020,1,16582,14124
4945,25/07/2020,2,16357,13416
4946,25/07/2020,3,15945,12981
4947,25/07/2020,4,15638,12649
4948,25/07/2020,5,15485,12557
4949,25/07/2020,6,15664,12675
4950,25/07/2020,7,16462,13523
4951,25/07/2020,8,17167,14620
4952,25/07/2020,9,18270,15875
4953,25/07/2020,10,19167,16794
4954,25/07/2020,11,20112,17770
4955,25/07/2020,12,20718,18378
4956,25/07/2020,13,21177,18830
4957,25/07/2020,14,21718,19115
4958,25/07/2020,15,21919,19411
4959,25/07/2020,16,22643,20179
4960,25/07/2020,17,23232,20810
4961,25/07/2020,18,23250,20765
4962,25/07/2020,19,22584,20316
4963,25/07/2020,20,21851,19594
4964,25/07/2020,21,21500,19157
4965,25/07/2020,22,20537,17984
4966,25/07/2020,23,18969,16348
4967,25/07/2020,24,17606,15012
4968,26/07/2020,1,16679,14019
4969,26/07/2020,2,16518,13437
4970,26/07/2020,3,16571,12854
4971,26/07/2020,4,16776,12677
4972,26/07/2020,5,16535,12555
4973,26/07/2020,6,16450,12683
4974,26/07/2020,7,16768,13486
4975,26/07/2020,8,17199,14698
4976,26/07/2020,9,18479,16127
4977,26/07/2020,10,19563,17350
4978,26/07/2020,11,20690,18465
4979,26/07/2020,12,21842,19481
4980,26/07/2020,13,22497,20220
4981,26/07/2020,14,22898,20581
4982,26/07/2020,15,23153,20904
4983,26/07/2020,16,23929,21560
4984,26/07/2020,17,25268,22777
4985,26/07/2020,18,25068,22887
4986,26/07/2020,19,23772,22155
4987,26/07/2020,20,23453,21561
4988,26/07/2020,21,23251,21178
4989,26/07/2020,22,22209,20004
4990,26/07/2020,23,20500,18457
4991,26/07/2020,24,19977,17162
4992,27/07/2020,1,19168,16282
4993,27/07/2020,2,18511,15608
4994,27/07/2020,3,18442,15206
4995,27/07/2020,4,18599,15093
4996,27/07/2020,5,18840,15333
4997,27/07/2020,6,19172,16245
4998,27/07/2020,7,20710,18049
4999,27/07/2020,8,21786,19461
5000,27/07/2020,9,22728,20529
5001,27/07/2020,10,23675,21558
5002,27/07/2020,11,23920,21815
5003,27/07/2020,12,24645,22459
5004,27/07/2020,13,24599,22273
5005,27/07/2020,14,25032,22679
5006,27/07/2020,15,26192,23675
5007,27/07/2020,16,26017,23618
5008,27/07/2020,17,25704,23909
5009,27/07/2020,18,25374,23685
5010,27/07/2020,19,25082,23307
5011,27/07/2020,20,24631,22424
5012,27/07/2020,21,24453,22047
5013,27/07/2020,22,22296,20351
5014,27/07/2020,23,20338,18317
5015,27/07/2020,24,18891,16829
5016,28/07/2020,1,18245,15851
5017,28/07/2020,2,17644,14900
5018,28/07/2020,3,17365,14444
5019,28/07/2020,4,17197,14298
5020,28/07/2020,5,17528,14481
5021,28/07/2020,6,17913,15008
5022,28/07/2020,7,18454,16203
5023,28/07/2020,8,18834,17309
5024,28/07/2020,9,19582,18036
5025,28/07/2020,10,20280,18643
5026,28/07/2020,11,21217,19267
5027,28/07/2020,12,21527,19749
5028,28/07/2020,13,21691,19911
5029,28/07/2020,14,21563,19953
5030,28/07/2020,15,21923,20251
5031,28/07/2020,16,22134,20548
5032,28/07/2020,17,22831,21193
5033,28/07/2020,18,23129,21402
5034,28/07/2020,19,22885,21188
5035,28/07/2020,20,22200,20389
5036,28/07/2020,21,21381,19588
5037,28/07/2020,22,20283,18469
5038,28/07/2020,23,18698,16871
5039,28/07/2020,24,17735,15548
5040,29/07/2020,1,17168,14769
5041,29/07/2020,2,16477,14076
5042,29/07/2020,3,16983,13792
5043,29/07/2020,4,17216,13826
5044,29/07/2020,5,16777,13971
5045,29/07/2020,6,16999,14680
5046,29/07/2020,7,17452,15448
5047,29/07/2020,8,17995,16505
5048,29/07/2020,9,19260,17491
5049,29/07/2020,10,20083,18258
5050,29/07/2020,11,20601,18761
5051,29/07/2020,12,21346,19637
5052,29/07/2020,13,21851,20290
5053,29/07/2020,14,21826,20233
5054,29/07/2020,15,22370,20539
5055,29/07/2020,16,22848,20985
5056,29/07/2020,17,23444,21716
5057,29/07/2020,18,23282,21794
5058,29/07/2020,19,22483,20968
5059,29/07/2020,20,21727,20063
5060,29/07/2020,21,21346,19491
5061,29/07/2020,22,19918,18344
5062,29/07/2020,23,19057,17024
5063,29/07/2020,24,17797,15726
5064,30/07/2020,1,16969,14678
5065,30/07/2020,2,16258,13948
5066,30/07/2020,3,16182,13446
5067,30/07/2020,4,16155,13255
5068,30/07/2020,5,16369,13530
5069,30/07/2020,6,16621,14014
5070,30/07/2020,7,16849,14883
5071,30/07/2020,8,17558,15911
5072,30/07/2020,9,18571,16756
5073,30/07/2020,10,19379,17475
5074,30/07/2020,11,20230,18415
5075,30/07/2020,12,20630,18942
5076,30/07/2020,13,20943,19172
5077,30/07/2020,14,21332,19413
5078,30/07/2020,15,21631,19605
5079,30/07/2020,16,22177,20041
5080,30/07/2020,17,22722,20669
5081,30/07/2020,18,22438,20546
5082,30/07/2020,19,21945,20245
5083,30/07/2020,20,21057,19516
5084,30/07/2020,21,20468,18987
5085,30/07/2020,22,19473,17857
5086,30/07/2020,23,18280,16377
5087,30/07/2020,24,16981,15069
5088,31/07/2020,1,16444,14178
5089,31/07/2020,2,16125,13616
5090,31/07/2020,3,16298,13433
5091,31/07/2020,4,16104,13155
5092,31/07/2020,5,16229,13369
5093,31/07/2020,6,16636,14067
5094,31/07/2020,7,17059,15101
5095,31/07/2020,8,17974,16132
5096,31/07/2020,9,18704,16925
5097,31/07/2020,10,19516,17719
5098,31/07/2020,11,20295,18524
5099,31/07/2020,12,21152,19317
5100,31/07/2020,13,21503,19528
5101,31/07/2020,14,21741,19790
5102,31/07/2020,15,21705,19940
5103,31/07/2020,16,22104,20349
5104,31/07/2020,17,22550,20811
5105,31/07/2020,18,22442,20726
5106,31/07/2020,19,21992,20390
5107,31/07/2020,20,21130,19518
5108,31/07/2020,21,20342,18859
5109,31/07/2020,22,19520,17832
5110,31/07/2020,23,18026,16266
5111,31/07/2020,24,16922,15084
5112,1/08/2020,1,16229,14193
5113,1/08/2020,2,15697,13452
5114,1/08/2020,3,15197,12987
5115,1/08/2020,4,14951,12715
5116,1/08/2020,5,15047,12691
5117,1/08/2020,6,15008,12693
5118,1/08/2020,7,15393,13407
5119,1/08/2020,8,15940,14622
5120,1/08/2020,9,16981,15772
5121,1/08/2020,10,18134,16772
5122,1/08/2020,11,18879,17659
5123,1/08/2020,12,19833,18411
5124,1/08/2020,13,19842,18608
5125,1/08/2020,14,20520,19180
5126,1/08/2020,15,20345,19198
5127,1/08/2020,16,20387,19525
5128,1/08/2020,17,20141,19592
5129,1/08/2020,18,20330,19224
5130,1/08/2020,19,20112,18616
5131,1/08/2020,20,19598,18017
5132,1/08/2020,21,19711,17934
5133,1/08/2020,22,18693,17171
5134,1/08/2020,23,17876,16191
5135,1/08/2020,24,17030,15153
5136,2/08/2020,1,16529,14297
5137,2/08/2020,2,15479,13680
5138,2/08/2020,3,15124,13193
5139,2/08/2020,4,15067,12935
5140,2/08/2020,5,14850,12800
5141,2/08/2020,6,14869,12831
5142,2/08/2020,7,15607,13334
5143,2/08/2020,8,16134,14206
5144,2/08/2020,9,16806,14897
5145,2/08/2020,10,17823,15791
5146,2/08/2020,11,18481,16462
5147,2/08/2020,12,18943,16988
5148,2/08/2020,13,19058,17084
5149,2/08/2020,14,19076,17215
5150,2/08/2020,15,19627,17617
5151,2/08/2020,16,20126,17845
5152,2/08/2020,17,20264,18090
5153,2/08/2020,18,20087,17790
5154,2/08/2020,19,19374,17113
5155,2/08/2020,20,19016,16904
5156,2/08/2020,21,18842,16522
5157,2/08/2020,22,17796,15603
5158,2/08/2020,23,16990,14728
5159,2/08/2020,24,16107,13831
5160,3/08/2020,1,15499,13133
5161,3/08/2020,2,15003,12636
5162,3/08/2020,3,14687,12270
5163,3/08/2020,4,14473,12052
5164,3/08/2020,5,14680,12051
5165,3/08/2020,6,14977,12188
5166,3/08/2020,7,15081,12612
5167,3/08/2020,8,15177,13293
5168,3/08/2020,9,15784,13907
5169,3/08/2020,10,16644,14710
5170,3/08/2020,11,17400,15452
5171,3/08/2020,12,18230,15998
5172,3/08/2020,13,18492,16367
5173,3/08/2020,14,18831,16730
5174,3/08/2020,15,18716,16879
5175,3/08/2020,16,19338,17216
5176,3/08/2020,17,19508,17455
5177,3/08/2020,18,19636,17511
5178,3/08/2020,19,19261,17064
5179,3/08/2020,20,19012,16805
5180,3/08/2020,21,18359,16611
5181,3/08/2020,22,17456,15651
5182,3/08/2020,23,16289,14488
5183,3/08/2020,24,15610,13681
5184,4/08/2020,1,15052,13135
5185,4/08/2020,2,14943,12769
5186,4/08/2020,3,15351,12572
5187,4/08/2020,4,15385,12620
5188,4/08/2020,5,15686,12931
5189,4/08/2020,6,16014,13752
5190,4/08/2020,7,16751,14874
5191,4/08/2020,8,17469,15892
5192,4/08/2020,9,17896,16399
5193,4/08/2020,10,18398,16876
5194,4/08/2020,11,18819,17198
5195,4/08/2020,12,19489,17718
5196,4/08/2020,13,19634,17955
5197,4/08/2020,14,19615,17971
5198,4/08/2020,15,19899,18095
5199,4/08/2020,16,20032,18380
5200,4/08/2020,17,20179,18616
5201,4/08/2020,18,19739,18187
5202,4/08/2020,19,19458,17938
5203,4/08/2020,20,19087,17587
5204,4/08/2020,21,18501,17066
5205,4/08/2020,22,17302,16007
5206,4/08/2020,23,16020,14716
5207,4/08/2020,24,15479,13739
5208,5/08/2020,1,15098,13145
5209,5/08/2020,2,15272,12796
5210,5/08/2020,3,14938,12462
5211,5/08/2020,4,14856,12379
5212,5/08/2020,5,14914,12579
5213,5/08/2020,6,15061,13106
5214,5/08/2020,7,15748,13838
5215,5/08/2020,8,16678,14671
5216,5/08/2020,9,16655,14934
5217,5/08/2020,10,16934,15155
5218,5/08/2020,11,17012,15427
5219,5/08/2020,12,17484,15774
5220,5/08/2020,13,17663,15883
5221,5/08/2020,14,17751,15894
5222,5/08/2020,15,18119,16025
5223,5/08/2020,16,18314,16480
5224,5/08/2020,17,19111,17070
5225,5/08/2020,18,19127,17263
5226,5/08/2020,19,18762,17011
5227,5/08/2020,20,18134,16506
5228,5/08/2020,21,17636,16110
5229,5/08/2020,22,16694,15196
5230,5/08/2020,23,15896,14201
5231,5/08/2020,24,15171,13182
5232,6/08/2020,1,14754,12395
5233,6/08/2020,2,14564,11977
5234,6/08/2020,3,14672,11773
5235,6/08/2020,4,14565,11723
5236,6/08/2020,5,14895,12088
5237,6/08/2020,6,15123,12675
5238,6/08/2020,7,15532,13477
5239,6/08/2020,8,15913,14093
5240,6/08/2020,9,16406,14482
5241,6/08/2020,10,16795,14926
5242,6/08/2020,11,17174,15383
5243,6/08/2020,12,17587,15876
5244,6/08/2020,13,18079,16272
5245,6/08/2020,14,18026,16344
5246,6/08/2020,15,18511,16420
5247,6/08/2020,16,19029,16941
5248,6/08/2020,17,19797,17731
5249,6/08/2020,18,20209,18269
5250,6/08/2020,19,19837,18009
5251,6/08/2020,20,19359,17382
5252,6/08/2020,21,18932,17259
5253,6/08/2020,22,17026,16068
5254,6/08/2020,23,15882,14787
5255,6/08/2020,24,15321,13671
5256,7/08/2020,1,14717,12890
5257,7/08/2020,2,14391,12424
5258,7/08/2020,3,14403,12154
5259,7/08/2020,4,14299,12104
5260,7/08/2020,5,14572,12472
5261,7/08/2020,6,15332,13166
5262,7/08/2020,7,15822,13828
5263,7/08/2020,8,16575,14804
5264,7/08/2020,9,17122,15489
5265,7/08/2020,10,17414,16017
5266,7/08/2020,11,17679,16486
5267,7/08/2020,12,18083,16946
5268,7/08/2020,13,18773,17226
5269,7/08/2020,14,19043,17417
5270,7/08/2020,15,19624,17777
5271,7/08/2020,16,20130,18177
5272,7/08/2020,17,20926,18735
5273,7/08/2020,18,20993,19016
5274,7/08/2020,19,20019,18762
5275,7/08/2020,20,19394,18037
5276,7/08/2020,21,18815,17500
5277,7/08/2020,22,17563,16400
5278,7/08/2020,23,16454,15166
5279,7/08/2020,24,15834,14076
5280,8/08/2020,1,15367,13253
5281,8/08/2020,2,15191,12693
5282,8/08/2020,3,14780,12314
5283,8/08/2020,4,14705,12094
5284,8/08/2020,5,14814,12118
5285,8/08/2020,6,14855,12228
5286,8/08/2020,7,15096,12778
5287,8/08/2020,8,15636,13594
5288,8/08/2020,9,16260,14446
5289,8/08/2020,10,16939,15265
5290,8/08/2020,11,17926,16122
5291,8/08/2020,12,18258,16667
5292,8/08/2020,13,18469,17016
5293,8/08/2020,14,18707,17231
5294,8/08/2020,15,19022,17579
5295,8/08/2020,16,19679,18028
5296,8/08/2020,17,20360,18605
5297,8/08/2020,18,20325,18767
5298,8/08/2020,19,20041,18292
5299,8/08/2020,20,19400,17543
5300,8/08/2020,21,18750,17032
5301,8/08/2020,22,17902,16204
5302,8/08/2020,23,16847,14987
5303,8/08/2020,24,15850,13904
5304,9/08/2020,1,15517,13084
5305,9/08/2020,2,15639,12600
5306,9/08/2020,3,15527,12287
5307,9/08/2020,4,15223,12051
5308,9/08/2020,5,15262,12094
5309,9/08/2020,6,15387,12200
5310,9/08/2020,7,15795,12696
5311,9/08/2020,8,16040,13643
5312,9/08/2020,9,16478,14834
5313,9/08/2020,10,17473,15950
5314,9/08/2020,11,18652,16997
5315,9/08/2020,12,19576,17872
5316,9/08/2020,13,20169,18221
5317,9/08/2020,14,20508,18502
5318,9/08/2020,15,21061,19003
5319,9/08/2020,16,21842,19864
5320,9/08/2020,17,22510,20502
5321,9/08/2020,18,22673,20676
5322,9/08/2020,19,22125,20167
5323,9/08/2020,20,22037,19956
5324,9/08/2020,21,21330,19569
5325,9/08/2020,22,19925,18435
5326,9/08/2020,23,18285,17030
5327,9/08/2020,24,17722,15862
5328,10/08/2020,1,16993,14964
5329,10/08/2020,2,16690,14371
5330,10/08/2020,3,16488,13989
5331,10/08/2020,4,16656,13903
5332,10/08/2020,5,17197,14190
5333,10/08/2020,6,17329,15027
5334,10/08/2020,7,18148,16234
5335,10/08/2020,8,19809,18003
5336,10/08/2020,9,20984,19168
5337,10/08/2020,10,22514,20609
5338,10/08/2020,11,23046,21444
5339,10/08/2020,12,23423,22051
5340,10/08/2020,13,24097,22566
5341,10/08/2020,14,24068,22671
5342,10/08/2020,15,24249,22888
5343,10/08/2020,16,24572,23389
5344,10/08/2020,17,24723,23767
5345,10/08/2020,18,24964,23823
5346,10/08/2020,19,24749,23337
5347,10/08/2020,20,24168,22534
5348,10/08/2020,21,23153,21638
5349,10/08/2020,22,21841,20139
5350,10/08/2020,23,19823,18423
5351,10/08/2020,24,18598,16920
5352,11/08/2020,1,17499,15857
5353,11/08/2020,2,17238,15281
5354,11/08/2020,3,17576,14954
5355,11/08/2020,4,17910,15047
5356,11/08/2020,5,17598,15060
5357,11/08/2020,6,17771,15869
5358,11/08/2020,7,18701,17011
5359,11/08/2020,8,19933,18308
5360,11/08/2020,9,20685,18954
5361,11/08/2020,10,21909,20240
5362,11/08/2020,11,22569,20834
5363,11/08/2020,12,22624,21136
5364,11/08/2020,13,22695,21307
5365,11/08/2020,14,23182,21508
5366,11/08/2020,15,23107,21499
5367,11/08/2020,16,23541,21830
5368,11/08/2020,17,23299,21980
5369,11/08/2020,18,22920,21771
5370,11/08/2020,19,22272,21120
5371,11/08/2020,20,21491,20276
5372,11/08/2020,21,20957,19330
5373,11/08/2020,22,19283,17686
5374,11/08/2020,23,18015,16032
5375,11/08/2020,24,16796,14905
5376,12/08/2020,1,16007,14001
5377,12/08/2020,2,15533,13385
5378,12/08/2020,3,15232,13053
5379,12/08/2020,4,15023,12882
5380,12/08/2020,5,15095,13005
5381,12/08/2020,6,15848,13709
5382,12/08/2020,7,16593,14608
5383,12/08/2020,8,17954,15847
5384,12/08/2020,9,18607,16669
5385,12/08/2020,10,19260,17532
5386,12/08/2020,11,19923,18331
5387,12/08/2020,12,20535,18991
5388,12/08/2020,13,21313,19355
5389,12/08/2020,14,21914,19903
5390,12/08/2020,15,21897,20384
5391,12/08/2020,16,22895,21345
5392,12/08/2020,17,23425,21913
5393,12/08/2020,18,23459,22078
5394,12/08/2020,19,22866,21783
5395,12/08/2020,20,21944,20770
5396,12/08/2020,21,21649,20177
5397,12/08/2020,22,20117,18760
5398,12/08/2020,23,18629,17083
5399,12/08/2020,24,17735,15764
5400,13/08/2020,1,16183,14716
5401,13/08/2020,2,15669,13966
5402,13/08/2020,3,15348,13548
5403,13/08/2020,4,15581,13503
5404,13/08/2020,5,15894,13730
5405,13/08/2020,6,16460,14332
5406,13/08/2020,7,16760,15244
5407,13/08/2020,8,17934,16496
5408,13/08/2020,9,18923,17538
5409,13/08/2020,10,20139,18602
5410,13/08/2020,11,20529,19311
5411,13/08/2020,12,21168,20027
5412,13/08/2020,13,21800,20602
5413,13/08/2020,14,22234,21121
5414,13/08/2020,15,22959,21415
5415,13/08/2020,16,22717,21867
5416,13/08/2020,17,23139,22323
5417,13/08/2020,18,22626,22058
5418,13/08/2020,19,22693,21635
5419,13/08/2020,20,22234,20793
5420,13/08/2020,21,21870,20268
5421,13/08/2020,22,20474,18823
5422,13/08/2020,23,18839,17098
5423,13/08/2020,24,17916,15748
5424,14/08/2020,1,16983,14719
5425,14/08/2020,2,16111,13935
5426,14/08/2020,3,15842,13521
5427,14/08/2020,4,16261,13359
5428,14/08/2020,5,16078,13611
5429,14/08/2020,6,16517,14226
5430,14/08/2020,7,17302,15281
5431,14/08/2020,8,18590,16737
5432,14/08/2020,9,19663,17839
5433,14/08/2020,10,20215,18458
5434,14/08/2020,11,20593,19083
5435,14/08/2020,12,20958,19465
5436,14/08/2020,13,21448,19953
5437,14/08/2020,14,22011,20211
5438,14/08/2020,15,22274,20404
5439,14/08/2020,16,22336,20623
5440,14/08/2020,17,22648,21155
5441,14/08/2020,18,22774,21265
5442,14/08/2020,19,22350,20746
5443,14/08/2020,20,21473,19780
5444,14/08/2020,21,20622,18826
5445,14/08/2020,22,19176,17683
5446,14/08/2020,23,18097,16308
5447,14/08/2020,24,16901,14919
5448,15/08/2020,1,16240,14000
5449,15/08/2020,2,15685,13311
5450,15/08/2020,3,15989,13066
5451,15/08/2020,4,15806,12820
5452,15/08/2020,5,15793,12791
5453,15/08/2020,6,15190,12854
5454,15/08/2020,7,15587,13358
5455,15/08/2020,8,15986,14343
5456,15/08/2020,9,16991,15379
5457,15/08/2020,10,17844,16300
5458,15/08/2020,11,18810,17276
5459,15/08/2020,12,19434,18038
5460,15/08/2020,13,19944,18529
5461,15/08/2020,14,20316,18908
5462,15/08/2020,15,20677,19391
5463,15/08/2020,16,21182,19668
5464,15/08/2020,17,21033,20055
5465,15/08/2020,18,20740,20043
5466,15/08/2020,19,20029,19364
5467,15/08/2020,20,19749,18891
5468,15/08/2020,21,19191,18399
5469,15/08/2020,22,18165,17324
